"",id,courtType,courtCases,judgmentType,judges,textContent,keywords,judgmentDate
477,7225,COMMON,[{'caseNumber': 'II Ca 3/13'}],SENTENCE,"[{'name': 'Barbara Puchalska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Beata Wojtasiak', 'function': None, 'specialRoles': []}, {'name': 'Jacek Malinowski', 'function': N...",Sygn. akt II Ca 3/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 lutego 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Barbara Puchalska (sp...,[użytkowanie wieczyste],2013-02-14
478,7226,COMMON,[{'caseNumber': 'II Ca 5/13'}],SENTENCE,"[{'name': 'Bogdan Łaszkiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Bożena Sztomber', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Wołosowicz', 'function'...",Sygn. akt II Ca 5/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 15 lutego 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Bogdan Łaszkiewicz Sę...,[darowizna],2013-02-15
479,7228,COMMON,[{'caseNumber': 'II Ca 938/12'}],SENTENCE,"[{'name': 'Bogdan Łaszkiewicz', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Wołosowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Renata Tabor', 'function': N...",Sygn. akt II Ca 938/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 stycznia 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Grażyna Wołosowic...,"[najem, ubezpieczenie]",2013-01-17
480,7229,COMMON,[{'caseNumber': 'II Ca 979/12'}],SENTENCE,"[{'name': 'Barbara Puchalska', 'function': None, 'specialRoles': []}, {'name': 'Beata Wojtasiak', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Bogusław Suter', 'function': Non...",Sygn. akt II Ca 979/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 11 stycznia 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Beata Wojtasiak (...,[umowa o roboty budowlane],2013-01-11
481,7230,COMMON,[{'caseNumber': 'II Ca 996/12'}],SENTENCE,"[{'name': 'Bogdan Łaszkiewicz', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Wołosowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Renata Tabor', 'function': N...",Sygn. akt II Ca 996/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 stycznia 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Grażyna Wołosowic...,"[sprzedaż konsumencka, termin]",2013-01-17
482,7642,COMMON,[{'caseNumber': 'II Ca 719/12'}],DECISION,"[{'name': 'Barbara Puchalska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}, {'name': 'Bożena Sztomber', 'function': None, 'specialRoles': []}, {'name': 'Urszula Wynimko', 'function': No...",Sygn. akt II Ca 719/12 POSTANOWIENIE Dnia 25 stycznia 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Barbara Puchalska Sędziowie: SSO Urszula Wyni...,[podział majątku wspólnego],2013-01-25
483,8332,COMMON,[{'caseNumber': 'II Ca 24/13'}],DECISION,"[{'name': 'Barbara Puchalska', 'function': None, 'specialRoles': []}, {'name': 'Jolanta Klimowicz-Popławska', 'function': None, 'specialRoles': []}, {'name': 'Urszula Wynimko', 'function': None, '...",Sygn. akt II Ca 24/13 POSTANOWIENIE Dnia 22 lutego 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Urszula Wynimko Sędziowie: SSO Barbara Puchalska...,[],2013-02-22
484,8333,COMMON,[{'caseNumber': 'II Ca 34/13'}],SENTENCE,"[{'name': 'Barbara Puchalska', 'function': None, 'specialRoles': []}, {'name': 'Jolanta Klimowicz-Popławska', 'function': None, 'specialRoles': []}, {'name': 'Urszula Wynimko', 'function': None, '...",Sygn. akt II Ca 34/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 22 lutego 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Urszula Wynimko Sędz...,[odszkodowanie],2013-02-22
485,8334,COMMON,[{'caseNumber': 'II Ca 36/13'}],SENTENCE,"[{'name': 'Bogdan Łaszkiewicz', 'function': None, 'specialRoles': []}, {'name': 'Bogusław Suter', 'function': None, 'specialRoles': []}, {'name': 'Renata Tabor', 'function': None, 'specialRoles': ...",Sygn. akt II Ca 36/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 marca 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Renata Tabor Sędziowi...,[nienależyte wykonanie zobowiązania],2013-03-14
486,8335,COMMON,[{'caseNumber': 'II Ca 42/13'}],SENTENCE,"[{'name': 'Bogdan Łaszkiewicz', 'function': None, 'specialRoles': []}, {'name': 'Grażyna Wołosowicz', 'function': None, 'specialRoles': []}, {'name': 'Renata Tabor', 'function': None, 'specialRole...",Sygn. akt II Ca 42/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 28 lutego 2013 r. Sąd Okręgowy w Białymstoku II Wydział Cywilny Odwoławczy w składzie: Przewodniczący: SSO Renata Tabor (spr.) ...,[alimenty],2013-02-28
487,64693,COMMON,[{'caseNumber': 'I C 1316/14'}],SENTENCE,"[{'name': 'Sławomir Głowacki', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1316/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 24 września 2014 roku Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Sławomir Głowac...,[],2014-09-24
488,142630,COMMON,[{'caseNumber': 'I C 2956/13'}],REASONS,[],"Sygn. akt I C 2956/13 UZASADNIENIE Powód (...).á r.l. z siedzibą w L. wniósł pozew przeciwko W. K., w którym domagał się zasądzenia od pozwanego na jego rzecz kwoty 100 zł wraz z ustawowymi odsetk...",[przelew wierzytelności],2014-01-22
489,142631,COMMON,[{'caseNumber': 'I C 2956/13'}],SENTENCE,"[{'name': 'Paweł Szponar', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 2956/13 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 stycznia 2014 r. Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Paw...,[przelew wierzytelności],2014-01-14
490,142744,COMMON,[{'caseNumber': 'I C 2823/13'}],REASONS,"[{'name': 'Elżbieta Andrysewicz', 'function': None, 'specialRoles': []}]","Sygn. akt I C 2823/13 UZASADNIENIE Powód Gmina B.– Z. M. K.w B.wniosła o nakazanie pozwanym A. G. S., B. S.i małoletniej P. S., aby opróżnili lokal socjalny nr (...)położony przy ul. (...)w B.i wy...",[najem],2014-01-24
491,142745,COMMON,[{'caseNumber': 'I C 2823/13'}],SENTENCE,"[{'name': 'Elżbieta Andrysewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 2823/13 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 13 stycznia 2014r. Sąd Rejonowy w Białymstoku Wydział I Cywilny w składzie: Przewodniczący: SSR Elżbieta Andrysewicz Pr...,[najem],2014-01-13
492,142867,COMMON,[{'caseNumber': 'I C 3005/13'}],SENTENCE,"[{'name': 'Paweł Szponar', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 3005/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 23 stycznia 2014 r. Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Paweł Szponar Pr...,[najem],2014-01-23
493,143121,COMMON,[{'caseNumber': 'I C 2146/13'}],SENTENCE,"[{'name': 'Małgorzata Głos', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 2146/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 stycznia 2014 roku Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Małgorzata Gło...,[odszkodowanie],2014-01-17
494,143280,COMMON,[{'caseNumber': 'I C 2416/12'}],SENTENCE,"[{'name': 'Małgorzata Głos', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 2416/12 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 stycznia 2014 roku Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Małgorzata Gło...,[odszkodowanie],2014-01-17
495,143580,COMMON,[{'caseNumber': 'I C 2139/13'}],SENTENCE,"[{'name': 'Małgorzata Głos', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 2139/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 31 stycznia 2014 roku Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Małgorzata Gło...,[odszkodowanie],2014-01-31
496,143832,COMMON,[{'caseNumber': 'I C 3518/13'}],SENTENCE,"[{'name': 'Paweł Szponar', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 3518/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 18 lutego 2014 r. Sąd Rejonowy w Białymstoku I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Paweł Szponar Prot...,[powództwo przeciwegzekucyjne],2014-02-18
497,33077,COMMON,[{'caseNumber': 'II Ns 2629/13'}],DECISION,"[{'name': 'Małgorzata Frankowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. II Ns 2629/13 POSTANOWIENIE Dnia 14 stycznia 2014 roku Sąd Rejonowy w Białymstoku II Wydział Cywilny w składzie następującym: Przewodniczący: SSR Małgorzata Frankowska Protokolant: sekr. sąd...,[zasiedzenie],2014-01-14
498,33454,COMMON,[{'caseNumber': 'II Ns 3208/13'}],DECISION,"[{'name': 'Małgorzata Frankowska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. II Ns 3208/13 POSTANOWIENIE Dnia 31 stycznia 2014 roku Sąd Rejonowy w Białymstoku II Wydział Cywilny w składzie następującym: Przewodniczący: SSR Małgorzata Frankowska Protokolant: sekr. sąd...,[dział spadku],2014-01-31
499,33455,COMMON,[{'caseNumber': 'II Ns 4793/10'}],DECISION,"[{'name': 'Marta Radziwon', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ns 4793/10 POSTANOWIENIE Dnia 22 stycznia 2014 r. Sąd Rejonowy w Białymstoku Wydział II Cywilny w składzie następującym : Przewodniczący : SSR Marta Radziwon Protokolant : Marta Wróbl...,[służebność drogi koniecznej],2014-01-22
500,34349,COMMON,[{'caseNumber': 'II Ns 3206/13'}],REASONS,[],"Sygn. akt II Ns 3206/13 UZASADNIENIE Wnioskodawca M. B. wniósł o zabezpieczenie spadku po D. B., zmarłej dnia 23 marca 2013 roku, ostatnio stale zamieszkałej w B. przy ulicy (...), poprzez nakazan...",[spadek],2014-01-21
501,34350,COMMON,[{'caseNumber': 'II Ns 3206/13'}],DECISION,"[{'name': 'Katarzyna Orzel', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ns 3206/13 POSTANOWIENIE Dnia 20 grudnia 2013 roku Sąd Rejonowy w Białymstoku II Wydział Cywilny w składzie następującym: Przewodniczący: SSR Katarzyna Orzel po rozpoznaniu w dniu 11 ...,[spadek],2013-12-20
502,34478,COMMON,[{'caseNumber': 'II Ns 3937/11'}],REASONS,[],"Sygn. akt II Ns 3937/11 UZASADNIENIE Wnioskodawczyni I. L. wniosła o dokonanie podziału do korzystania nieruchomości położonej w B. przy ul. (...) oznaczonej numerem geodezyjnym (...), o powierzch...",[podział do korzystania],2014-01-27
503,34479,COMMON,[{'caseNumber': 'II Ns 3937/11'}],DECISION,"[{'name': 'Katarzyna Małyszko', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ns 3937/11 POSTANOWIENIE Dnia 9 stycznia 2014r. Sąd Rejonowy w Białymstoku Wydział II Cywilny w składzie następującym : Przewodniczący : SSR Katarzyna Małyszko Protokolant : sekr. sąd...,[podział do korzystania],2014-01-09
504,36113,COMMON,[{'caseNumber': 'II Ns 2797/13'}],DECISION,"[{'name': 'Jolanta Klimowicz-Popławska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt II Ns 2797/13 POSTANOWIENIE Dnia 23 stycznia 2014 roku Sąd Rejonowy w Białymstoku, Wydział II Cywilny w składzie: Przewodnicząca - Sędzia Jolanta Klimowicz-Popławska P. M. F. po rozpozna...",[stwierdzenie nabycia spadku],2014-01-23
505,36300,COMMON,[{'caseNumber': 'II Ns 2684/12'}],DECISION,"[{'name': 'Marta Radziwon', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ns 2684/12 POSTANOWIENIE Dnia 22 stycznia 2014 r. Sąd Rejonowy w Białymstoku Wydział II Cywilny w składzie następującym : Przewodniczący : SSR Marta Radziwon Protokolant : Marta Wróbl...,[dziedziczenie ustawowe],2014-01-22
506,36301,COMMON,[{'caseNumber': 'II Ns 5531/13'}],DECISION,"[{'name': 'Marta Radziwon', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Ns 5531/13 POSTANOWIENIE Dnia 17 stycznia 2014 roku Sąd Rejonowy w Białymstoku II Wydział Cywilny w składzie następującym: Przewodniczący : SSR Marta Radziwon   Protokolant : Marta Wr...,[stwierdzenie nabycia spadku],2014-01-17
507,31871,COMMON,[{'caseNumber': 'II Co 1282/13'}],DECISION,"[{'name': 'Paweł Dzienis', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 1282/13 POSTANOWIENIE Dnia 9 kwietnia 2013 r. Sąd Rejonowy w Białymstoku Wydział II Cywilny Sekcja Egzekucyjna w składzie następującym: Przewodniczący: SSR Paweł Dzienis po rozpozn...,[zwolnienie spod egzekucji],2013-04-09
508,31872,COMMON,[{'caseNumber': 'II Co 2727/13'}],DECISION,"[{'name': 'Paweł Dzienis', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 2727/13 POSTANOWIENIE Dnia 12 czerwca 2013 roku Sąd Rejonowy w Białymstoku Sekcja Egzekucyjna II Wydziału Cywilnego w składzie następującym: Przewodniczący: SSR Paweł Dzienis po ro...,"[dłużnik, eksmisja, tytuł wykonawczy]",2013-06-12
509,64923,COMMON,[{'caseNumber': 'II Co 1724/14'}],DECISION,"[{'name': 'Janusz Gosiewski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 1724/14 POSTANOWIENIE Dnia 13 czerwca 2014 r. Sąd Rejonowy w Białymstoku II Wydział Cywilny Sekcja Egzekucyjna w składzie następującym: Przewodniczący: SSR Janusz Gosiewski po rozp...,[skarga na czynności komornika],2014-06-13
510,64924,COMMON,[{'caseNumber': 'II Co 3538/14'}],DECISION,"[{'name': 'Paweł Dzienis', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 3538/14 POSTANOWIENIE Dnia 26 września 2014 r. Sąd Rejonowy w Białymstoku Sekcja Egzekucyjna Wydziału II Cywilnego w składzie: Przewodniczący: Sędzia SR Paweł Dzienis po rozpoznani...,[koszty postępowania egzekucyjnego],2014-09-26
511,72422,COMMON,[{'caseNumber': 'II Co 4314/14'}],DECISION,"[{'name': 'Paweł Dzienis', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 4314/14 POSTANOWIENIE Dnia 7 listopada 2014 r. Sąd Rejonowy w Białymstoku Wydział II Cywilny Sekcja Egzekucyjna w składzie następującym: Przewodniczący: Sędzia SR Paweł Dzienis po ...,[],2014-11-07
512,130600,COMMON,[{'caseNumber': 'II Co 433/15'}],DECISION,"[{'name': 'Paweł Dzienis', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt II Co 433/15 POSTANOWIENIE Dnia 5 marca 2015 r. Sąd Rejonowy w Białymstoku Wydział II Cywilny Sekcja Egzekucyjna w składzie następującym: Przewodniczący Sędzia SR Paweł Dzienis po rozpoz...,[spis inwentarza],2015-03-05
513,31329,COMMON,[{'caseNumber': 'XI C 807/13'}],SENTENCE,"[{'name': 'Wojciech Jabłoński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 807/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 grudnia 2013 roku Sąd Rejonowy w Białymstoku XI Wydział Cywilny w składzie następującym: Przewodniczący: SSR Wojciech Jabło...,[przedawnienie roszczeń],2013-12-19
514,31330,COMMON,[{'caseNumber': 'XI C 807/13'}],REASONS,[],"Sygn. akt. XI C 807/13 UZASADNIENIE Powód D. S.– po ostatecznym sprecyzowaniu pozwu - wniósł o zasądzenie od pozwanego (...) Spółki Akcyjnejw W.kwoty 5.000,00 zł tytułem zadośćuczynienia wraz z od...",[przedawnienie roszczeń],2014-01-21
515,31628,COMMON,[{'caseNumber': 'XI C 2251/13'}],SENTENCE,"[{'name': 'Wojciech Jabłoński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 2251/13 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 19 grudnia 2013 roku Sąd Rejonowy w Białymstoku XI Wydział Cywilny w składzie następującym: Przewodniczący: SSR ...,[ciężar dowodu],2013-12-19
516,31629,COMMON,[{'caseNumber': 'XI C 2251/13'}],REASONS,[],Sygn. akt XI C 2251/13 UZASADNIENIE Powód (...).à r.l. w Luksemburgu wniósł o zasądzenie od pozwanego W. S. kwoty 200 złotych stanowiącej należność główną wraz z odsetkami ustawowymi od dnia 2 lip...,[ciężar dowodu],2014-01-21
517,31630,COMMON,[{'caseNumber': 'XI C 2602/13'}],SENTENCE,"[{'name': 'Wojciech Jabłoński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 2602/13 upr. WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 17 grudnia 2013 roku Sąd Rejonowy w Białymstoku XI Wydział Cywilny w składzie następującym: Przewodniczący: SSR ...,[cesja],2013-12-17
518,31631,COMMON,[{'caseNumber': 'XI C 2602/13'}],REASONS,[],"Sygn. akt XI C 2602/13 UZASADNIENIE Powód (...).á r.l z siedzibą w L. wniósł o wydanie nakazu zapłaty w elektronicznym postępowaniu upominawczym i zasądzenie od pozwanego M. U.kwoty 1.146,80zł wra...",[cesja],2014-01-21
519,38364,COMMON,[{'caseNumber': 'XI C 1941/13'}],REASONS,[],"Sygn. akt XI C 1941/13 UZASADNIENIE Powód Usługi (...) Spółka Jawna w B. domaga się zasądzenia od pozwanego (...) SA w Ł. kwoty 3837,60 złotych wraz z ustawowymi odsetkami od dnia wniesienia powód...",[odszkodowanie],2014-03-13
520,38365,COMMON,[{'caseNumber': 'XI C 1941/13'}],SENTENCE,"[{'name': 'Katarzyna Stankiewicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 1941/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 26 lutego 2014 roku Sąd Rejonowy w Białymstoku XI Wydział Cywilny w składzie następującym: Przewodniczący: Katarzyna Stankiew...,[odszkodowanie],2014-02-26
521,39601,COMMON,[{'caseNumber': 'XI C 39/13'}],SENTENCE,"[{'name': 'Wojciech Jabłoński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: XI C 39/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 12 marca 2014 roku Sąd Rejonowy w Białymstoku XI Wydział Cywilny w składzie następującym: Przewodniczący: SSR Wojciech Jabłońsk...,[odszkodowanie],2014-03-12
522,39602,COMMON,[{'caseNumber': 'XI C 39/13'}],REASONS,[],"Sygn. akt XI C 39/13 UZASADNIENIE Powódka E. P. wniosła o zasądzenie od pozwanego (...) Spółki Akcyjnej w Ł. kwoty 19.280,00 zł: 18.200,00 zł tytułem zadośćuczynienia za doznaną krzywdę oraz 1.080...",[odszkodowanie],2014-03-25
523,58259,COMMON,[{'caseNumber': 'I Ns 122/14'}],DECISION,"[{'name': 'Anatol Ławrynowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 122/14 POSTANOWIENIE Dnia 3 lipca 2014 r. Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Anatol Ławrynowicz Protokolant: Monika Kos...,[podział majątku wspólnego],2014-07-03
524,58260,COMMON,[{'caseNumber': 'I Ns 1753/13'}],DECISION,"[{'name': 'Srr Anatol Ławrynowicz', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 1753/13 POSTANOWIENIE Dnia 1 lipca 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie : Przewodniczący: SRR Anatol Ławrynowicz Protokolant : Monika Kosobko - De...,[testament],2014-07-01
525,58913,COMMON,[{'caseNumber': 'I C 1022/14'}],DECISION,"[{'name': 'Tadeusz Radziwon', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1022/14 POSTANOWIENIE Dnia 21 sierpnia 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie: Przewodniczący: SSR Tadeusz Radziwon Protokolant: Ewa Trusiak po rozpo...,[droga sądowa],2014-08-21
526,58921,COMMON,[{'caseNumber': 'I Ns 1935/13'}],DECISION,"[{'name': 'Jacek Stypułkowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 1935/13 POSTANOWIENIE Dnia 13 maja 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Jacek Stypułkowski Protokolant: Agniesz...,[zasiedzenie],2014-05-13
527,59412,COMMON,[{'caseNumber': 'I C 1116/13'}],SENTENCE,"[{'name': 'Marta Burzyńska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I C 1116/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 30 lipca 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Marta Burzy...,[odpowiedzialność deliktowa],2014-07-30
528,59414,COMMON,[{'caseNumber': 'I C 1165/14'}],SENTENCE,"[{'name': 'Małgorzata Hajduczenia', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I C 1165/14 WYROK ZAOCZNY W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 21 lipca 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie: Przewodniczący: SSR Małgorzata Hajduc...,"[cesja, ciężar dowodu, telekomunikacyjne prawo]",2014-07-21
529,59415,COMMON,[{'caseNumber': 'I C 1177/13'}],SENTENCE,"[{'name': 'Jacek Stypułkowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","I C 1177/13 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 24 czerwca 2014 roku Sąd Rejonowy w Bielsku Podlaskim, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Jacek Stypułkowski ...",[posiadanie],2014-06-24
530,59463,COMMON,[{'caseNumber': 'I Ns 1993/13'}],DECISION,"[{'name': 'Marta Burzyńska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt: I Ns 1993/13 POSTANOWIENIE Dnia 31 lipca 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Marta Burzyńska Protokolant: Dorota Ja...,[zasiedzenie],2014-07-31
531,59464,COMMON,[{'caseNumber': 'I Ns 252/13'}],DECISION,"[{'name': 'Jacek Stypułkowski', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","I Ns 252/13 POSTANOWIENIE Dnia 30 czerwca 2014 roku Sąd Rejonowy w Bielsku Podlaskim, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Jacek Stypułkowski Protokolant: Agnieszka Koncz...",[podział majątku wspólnego],2014-06-30
532,59465,COMMON,[{'caseNumber': 'I Ns 254/14'}],DECISION,"[{'name': 'Marta Burzyńska', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]",Sygn. akt I Ns 254/14 POSTANOWIENIE Dnia 30 lipca 2014 roku Sąd Rejonowy w Bielsku Podlaskim I Wydział Cywilny w następującym składzie: Przewodniczący: SSR Marta Burzyńska Protokolant: Dorota Janu...,[zasiedzenie],2014-07-30
533,58706,COMMON,[{'caseNumber': 'I C 123/14'}],REASONS,[],"Sygn. akt I C 123/14 UZASADNIENIE Pozwem z dnia 21 marca 2014 roku, złożonym w elektronicznym postępowaniu upominawczym reprezentujący (...) sp. z o.o. SKA z siedzibą w W. pełnomocnik wniósł o zas...",[ciężar dowodu],2014-07-04
534,58707,COMMON,[{'caseNumber': 'I C 127/14'}],SENTENCE,"[{'name': 'Mariusz Łapiński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt IC 127/14 Dnia 29 lipca 2014r. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Sąd Rejonowy w Sokółce, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Mariusz Łapiński Protokola...",[roszczenie regresowe],2014-07-29
535,58710,COMMON,[{'caseNumber': 'I C 176/14'}],REASONS,[],"Sygn. akt I C 176/14 upr UZASADNIENIE W dniu 27 września 2014 roku (...)Kasa (...) w G.wystąpiła z żądaniem zasądzenia od J. O.na jej rzecz kwoty 3 507,12 złotych wraz z odsetkami umownymi w wysok...",[pożyczka],2014-08-14
536,58711,COMMON,[{'caseNumber': 'I C 176/14'}],SENTENCE,"[{'name': 'Daniel Czech', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt IC 176/14 WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Dnia 14 sierpnia 2014 r. Sąd Rejonowy w S., I Wydział Cywilny w składzie : Przewodniczący: SSR Daniel Czech Protokolant: sekr. sąd. Jo...",[pożyczka],2014-08-14
537,58712,COMMON,[{'caseNumber': 'I C 183/14'}],SENTENCE,"[{'name': 'Mariusz Łapiński', 'function': None, 'specialRoles': ['PRESIDING_JUDGE']}]","Sygn. akt IC 183/14 upr Dnia 25 lipca 2014r. WYROK W IMIENIU RZECZYPOSPOLITEJ POLSKIEJ Sąd Rejonowy w Sokółce, I Wydział Cywilny w składzie następującym: Przewodniczący: SSR Mariusz Łapiński Proto...",[poręczenie],2014-07-25
