;id;extractedDecision;sumOfMoney
2160;142973;I. zasądza od powoda na rzecz pozwanego kwotę 617zł tytułem zwrotu kosztów procesu;
2161;143405;I. nakazuje powodowi M. S. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 2.585,18zł tytułem kosztów postępowania;
2162;143537;"I. w pozostałej części powództwo oddala;IV. zasądza od pozwanego (...) S.A. z siedzibą w Ł. na rzecz powoda D. P. kwotę 1.080,07zł tytułem zwrotu kosztów procesu;V. nakazuje pozwanemu (...) S.A. z siedzibą w Ł. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 151,64zł tytułem kosztów postępowania";
2163;143593;I. zwraca powódce M. K. ze Skarbu Państwa- Sadu Rejonowego w Ząbkowicach Śląskich kwotę 119,44zł tytułem nadpłaconej zaliczki;
2164;144305;I. nakazuje pozwanemu (...) S.A. z siedzibą w S. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 291,50zł tytułem nieuiszczonej opłaty od rozszerzonego powództwa;
2165;144445;I. nie obciąża powodów S. C. i M. C. kosztami procesu;0
2166;144520;I. nie obciąża pozwanej kosztami postępowania;0
2167;145170;I. nakazuje powodowi W. K. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 55,23zł tytułem zwrotu kosztów postępowania;
2168;145305;I. nie obciąża pozwanych kosztami postępowania;0
2169;145373;I. nakazuje pozwanym (...) S.A. w S. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 2.526,92zł tytułem kosztów postępowania- z zastrzeżeniem, że spełnienie świadczenia przez jednego z pozwanych zwalnia drugiego;
2170;66365;"I. nakazuje wstrzymanie wykonania opróżnienia lokalu do czasu złożenia przez Gminę M. Ś. oferty zawarcia umowy najmu lokalu socjalnego;IV. nie obciąża pozwanej kosztami procesu";0
2171;146236;I;0
2172;145981;I. zasądza od powoda A. D. na rzecz pozwanego T. S. kwotę 617zł tytułem zwrotu kosztów procesu;
2173;146270;"I. w pozostałej części powództwo oddala;IV. zasądza od pozwanego Towarzystwa (...) S.A. w W. na rzecz powoda M. B. kwotę 2.496,45zł tytułem zwrotu kosztów procesu;V. zasądza od pozwanego Towarzystwa (...) S.A. w W. na rzecz powoda A. B. kwotę 4.617zł tytułem zwrotu kosztów procesu";
2174;146316;"I. zasądza od strony pozwanej Towarzystwa (...) S.A. z siedzibą w W. na rzecz powódki S. B. kwotę 1.022,99zł tytułem zwrotu kosztów procesu;IV. nakazuje powódce S. B. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 1.511,51zł tytułem kosztów postępowania;V. nakazuje pozwanemu Towarzystwu (...) S.A. z siedzibą w W. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 2.718,17zł tytułem kosztów postępowania";
2175;146406;I. zasądza od powódki A. D. na rzecz pozwanego Koła (...) w Z. kwotę 1.217zł tytułem zwrotu kosztów procesu;
2176;147077;I;0
2177;147278;I. zasądza od pozwanej E. J. na rzecz powoda K. J. kwotę 1.229,03zł tytułem zwrotu kosztów procesu;
2178;156301;"I. nakazuje powodowi S. F. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 508,62zł tytułem zwrotu kosztów postępowania;IX. nakazuje pozwanej B. M. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 1.036,09zł tytułem zwrotu kosztów postępowania";
2179;171905;I. zasądza od pozwanego P. W. na rzecz powoda M. D. kwotę 30zł tytułem zwrotu kosztów procesu;
2180;171906;I. nakazuje pozwanym R. H. i J. H. solidarnie uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 9,02zł tytułem kosztów postępowania;
2181;172320;oddala powództwo;0
2182;171161;oddala powództwo;0
2183;190242;I. zasądza od pozwanego Gminy Z. na rzecz powoda M. R. kwotę 164,32zł tytułem zwrotu kosztów procesu;
2184;175182;I. nakazuje pozwanemu (...) Towarzystwu (...) z siedzibą w P;0
2185;202724;"I. zasądza od powódki M. A. na rzecz pozwanego A. A. z siedzibą w S. prowadzący działalność w Polsce poprzez (...) S.A. Oddział w Polsce siedzibą w W. kwotę 121,70zł tytułem zwrotu kosztów procesu;IV. nakazuje pozwanemu A. A. z siedzibą w S. prowadzący działalność w Polsce poprzez (...) S.A. Oddział w Polsce siedzibą w W. uiścić na rzecz Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 422,12zł tytułem zwrotu kosztów procesu";
2186;218939;I. zasądza od pozwanego F. F. na rzecz powoda (...) Bank S.A. we W. kwotę 784,52zł tytułem zwrotu kosztów procesu;
2187;57680;I. zasądza od powódki na rzecz pozwanej 377 zł tytułem zwrotu kosztów procesu;0
2188;57681;I C 1053;0
2189;57682;II. przyznaje ze Skarbu Państwa adwokatowi M. P. wynagrodzenie w kwocie 3.600 zł oraz kwotę 828 zł należnego podatku VAT tytułem czynności kuratora podjętych w sprawie;4428.0
2190;57684;I. zasądza od pozwanych solidarnie na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu 6 253 zł nieopłaconych kosztów sądowych;0
2191;57685;I. zasądza od strony pozwanej na rzecz powódki kwotę 2.479,15 zł. tytułem zwrotu kosztów procesu;2479.15
2192;57686;I. nakazuje uiścić pozwanemu na rzecz Skarbu Państwa (Sądu Okręgowego we Wrocławiu) kwotę 5625zł tytułem kosztów sądowych;
2193;57687;"III. oddala powództwo w pozostałym zakresie;IV. zasądza od pozwanej D. W. na rzecz strony powodowej (...) Sp. z o.o. D. Sp. k. we W. kwotę 19 138,00 zł tytułem zwrotu kosztów postępowania";19138.0
2194;57688;I. zasądza od pozwanej na rzecz strony powodowej kwotę 13.203,22 zł tytułem zwrotu kosztów procesu;13203.22
2195;57689;I. nakazuje pozwanemu aby uiścił na rzecz Skarbu Państwa Sądu Okręgowego we Wrocławiu kwotę 4.811 zł tytułem brakującej opłaty sądowej od pozwu, od której powód został zwolniony;4811.0
2196;57690;I. zasądza od powoda (...) S.A. z siedzibą w Ł. na rzecz pozwanego (...) Publicznego Szpitala (...) we W. kwotę 7 234 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis;7234.0
2197;57692;I. zasądza od powoda na rzecz pozwanego kwotę 12.600 zł tytułem zwrotu kosztów procesu;12600.0
2198;57691;"III. zasądza od pozwanej Wspólnoty Mieszkaniowej (...) we W. na rzecz powoda 1 497 zł kosztów procesu; IV. oddala powództwo skierowane przeciwko pozwanym S. Z., M. D. (1) i J. S. (1); V. zasądza od powoda na rzecz pozwanego S. Z. 67 zł kosztów procesu; VI. zarządza zwrócić powodowi nadwyżkę uiszczonej opłaty od pozwu nad opłatą należną w kwocie 1 000 zł";1000.0
2199;57693;II. zasądza od pozwanego małoletniego T. G. działającego przez przedstawiciela ustawowego - O. Z. na rzecz powoda A. G. kwotę 20 758 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis;20758.0
2200;57694;II. nie obciąża powoda obowiązkiem zwrotu kosztów procesu;0
2201;57695;I. zasądza od pozwanego P. M. (1) na rzecz powoda R. Ż. 6 252, 63 zł kosztów procesu;0
2202;57696;I. rygor natychmiastowej wykonalności;0
2203;57697;I. kosztami opłaty sądowej obciąża Skarb Państwa;0
2204;57698;I. zasądza od strony powodowej (...) sp. z o.o. sp. k. we W. na rzecz strony pozwanej Zakładu (...) sp. z o.o. w S. kwotę 7 217,00 zł tytułem zwrotu kosztów postępowania;7217.0
2205;57699;"I. w pozostałej części powództwo oddala;IV. zasądza od powoda R. T. na rzecz pozwanych J. T. (1) i A. T. działającego przez przedstawiciela ustawowego - J. T. (1) kwoty po 423,50 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis";0
2206;57700;I. na rzecz strony pozwanej Towarzystwa (...) S.A. we W. kwotę 3 617,00 zł tytułem zwrotu kosztów postępowania;3617.0
2207;57702;I. nie obciąża powoda obowiązkiem zwrotu kosztów procesu;0
2208;147303;"I. zasądza od strony pozwanej na rzecz powoda kwotę 3.531 zł, w tym kwotę 2.400 zł tytułem kosztów zastępstwa procesowego; IV. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa –Sądu Rejonowego w. W.kwotę 2.706,86 zł tytułem poniesionych w sprawie wydatków";8637.86
2209;146173;oddala powództwo;0
2210;57703;I. nie obciąża powoda obowiązkiem zwrotu pozwanej kosztów procesu;0
2211;57704;I. nie obciąża powoda kosztami procesu poniesionymi przez stronę pozwaną i interwenienta ubocznego;0
2212;57705;II. zasądza od pozwanego na rzecz strony powodowej kwotę 7.217 zł tytułem zwrotu kosztów procesu;7217.0
2213;57706;"I. dalej idące powództwo oddala;IV. zasądza od strony pozwanej na rzecz powoda kwotę 8,917 zł tytułem zwrotu kosztów procesu;V. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa (Sądu Okręgowego we Wrocławiu) kwotę 84,68 zł tytułem kosztów sądowych";93.59700000000001
2214;57708;I. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa ( kasa Sądu Okręgowego we Wrocławiu kwotę 81,26zł. tytułem nie pokrytego wydatku w związku ze stawiennictwem świadka;
2215;57713;I. kosztami postępowania obciąża Skarb Państwa;0
2216;57712;I. zasądza od strony pozwanej Spółdzielni Mieszkaniowej (...) w J. na rzecz powoda J. K. kwotę 137 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis;137.0
2217;58728;I. nakazuje stronie pozwanej (...) we W., aby uiściła na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 500,72 zł tytułem brakującej części wynagrodzenia biegłego sądowego;500.72
2218;58729;I. obciąża Skarb Państwa brakującymi kosztami sądowymi od obowiązku uiszczenia których powódka została zwolniona;0
2219;58730;I. zasądza od strony pozwanej na rzecz powoda A. G. (1) kwotę 7.952 zł tytułem zwrotu kosztów procesu;7952.0
2220;58731;"I. przyznaje ze Skarbu Państwa – Sądu Okręgowego we Wrocławiu na rzecz adwokat A. B. kwotę 3.600 zł powiększoną o należny podatek VAT w wysokości 828 zł - tytułem nieopłaconej pomocy prawnej udzielonej powodowi z urzędu;IV. brakującymi kosztami sądowymi obciąża Skarb Państwa – Sąd Okręgowy we Wrocławiu";3600.0
2221;58732;I. nakazuje stronie pozwanej Przedsiębiorstwu Produkcyjno - Handlowemu i Usługowemu (...) sp. z o.o. we W. uiścić na rzecz Skarbu Państwa ( kasa Sądu Okręgowego we Wrocławiu) kwotę 11 592 zł tytułem opłaty od pozwu, od uiszczenia której strona powodowa jest zwolniona;11592.0
2222;58733;II. zasądza od strony pozwanej na rzecz strony powodowej kwotę 15076 zł tytułem kosztów procesu;15076.0
2223;58735;II. zasądza od strony pozwanej na rzecz powoda kwotę 380 tytułem zwrotu kosztów procesu;380.0
2224;58734;I. zasądza od strony powodowej na rzecz pozwanej 2 777 zł tytułem zwrotu kosztów procesu;0
2225;58736;I. oddala wniosek powoda o zasądzenie na jego rzecz od pozwanej kosztów procesu;0
2226;58737;"I. zasądza od powódki A. G. na rzecz pozwanego M. F. kwotę 2.531,90 zł. tytułem zwrotu kosztów procesu;IV. nakazuje pozwanemu, aby uiścił na rzecz Skarbu Państwa (kasa Sądu Okręgowego we Wrocławiu) kwotę 1.213 zł. tytułem brakującej opłaty od pozwu, od zasądzonej części roszczenia oraz kwotę 197,90 zł. tytułem brakującego wynagrodzenia biegłych i stawiennictwa świadków;V. pozostałymi kosztami sądowymi obciąża Skarb Państwa";3942.8
2227;58738;I. zasądza od pozwanej na rzecz powoda kwotę 2 588,76 zł. tytułem zwrotu kosztów procesu;2588.76
2228;58739;"I. oddala dalej idące powództwa;IV. zasądza od pozwanego K. C. na rzecz powodów K. D. i P. J. kwoty po 1226 zł tytułem zwrotu kosztów procesu;V. znosi wzajemnie koszty procesu pomiędzy pozwanym K. C. a stroną powodową (...) sp. z o.o. we W";0
2229;58741;I. O. i W. O. (1) solidarnie kwotę 8.289,24 zł tytułem kosztów procesu;8289.24
2230;58743;I. zasądza solidarnie od pozwanych K. S. i M. S. (1) na rzecz powoda Spółdzielni Mieszkaniowej (...) we W. kwotę 7 515 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis;7515.0
2231;59656;"8 796 zł kosztów procesu; V. zasądza od powoda na rzecz pozwanej Gminy S. 3 600 zł kosztów procesu";0
2232;59657;I. obciąża Skarb Państwa brakującą opłatą od pozwu, od obowiązku uiszczenia której powód został zwolniony oraz brakującymi wydatkami w postaci wynagrodzenia biegłego w sprawie;0
2233;59658;I. przyznaje ze Skarbu Państwa (Sądu Okręgowego we Wrocławiu) na rzecz adwokata M. G. kwotę 7 200 zł powiększoną o należny podatek VAT w wysokości 1 656 zł, łącznie 8 856 zł tytułem kosztów pomocy prawnej udzielonej z urzędu, które nie zostały poniesione.Na oryginale właściwy podpis;7200.0
2234;59659;I. zasądza od strony powodowej Wojewódzkiego Szpitala (...) w B. na rzecz strony pozwanej (...) - (...) Oddział Wojewódzki we W. kwotę 7 217 zł tytułem zwrotu kosztów zastępstwa procesowego;7217.0
2235;59660;I. odstępuje od obciążenia powoda P. S. (1) pozostałą częścią brakujących kosztów sądowych;0
2236;59661;I. zasądza od powoda na rzecz pozwanego 7 200 zł kosztów procesu;0
2237;59662;I. nakazuje stronie pozwanej (...) S.A. w W., aby uiściła na rzecz Skarbu Państwa - Sądu Okręgowego we Wrocławiu kwotę 13 275,00 zł tytułem brakujących kosztów sądowych, od uiszczenia których powód był zwolniony;13275.0
2238;59663;"55 574, 40 zł; II. zasądza od pozwanej J. M. (1) na rzecz powoda K. M. 63 757, 11 zł (sześćdziesiąt trzy tysiące siedemset pięćdziesiąt siedem złotych, jedenaście groszy) wraz z odsetkami ustawowymi liczonymi w sposób następujący:- od kwoty 21 754, 84 zł – od dnia 17.09.2013 r. do dnia zapłaty,- od kwoty 3 822, 58 zł – od dnia 08.02.2014 r. do dnia zapłaty; III. oddala dalej idące powództwo; IV. zasądza od pozwanej J. M. (1) na rzecz powoda K. M. 3 500, 62 zł kosztów procesu; V. zasądza od powoda K. M. na rzecz radcy prawnego J. F. 4 163, 21 zł kosztów nieopłaconego pomocy prawnej udzielonej pozwanej z urzędu; VI. zasądza od Skarbu Państwa na rzecz radcy prawnego J. F. 2 478, 79 zł pozostałych kosztów nieopłaconej pomocy prawnej udzielonej pozwanej z urzędu; VII. nakazuje powodowi K. M. uiścić na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu 1 741, 88 zł nieopłaconych kosztów sądowych, a w razie nieuiszczenia tej kwoty w terminie zarządza jej ściągnięcie z roszczenia zasądzonego na rzecz powoda w punkcie II wyroku; VIII. obciąża Skarb Państwa niepokrytymi kosztami sądowymi w pozostałym zakresie; IX. nadaje wyrokowi w punkcie II rygor natychmiastowej wykonalności co do kwoty 1 600 zł";0
2239;59669;I. zasądza od powódki D. S. na rzecz strony pozwanej Spółdzielni Mieszkaniowej (...) we W. kwotę 197,00 zł tytułem zwrotu kosztów postępowania;197.0
2240;59668;II. zasądza od pozwanego na rzecz strony powodowej kwotę 3.600 zł tytułem zwrotu kosztów zastępstwa procesowego;3600.0
2241;59784;"I. nie obciąża powódki obowiązkiem zwrotu kosztów zastępstwa procesowego na rzecz strony pozwanej;IV. nakazuje stronie pozwanej, aby uiściła na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 7 823,30 zł tytułem kosztów sądowych";7823.3
2242;59787;I. nie obciążą strony powodowej kosztami procesu za I instancję.Na oryginale właściwy podpis;0
2243;60035;"I. zasądza od strony pozwanej Miasta O.na rzecz powoda Skarbu Państwa – Generalnego Dyrektora (...) kwotę 7 217 zł tytułem zwrotu kosztów procesu;IV. nie obciąża strony pozwanej kosztami sądowymi za I instancję.Na oryginale właściwy podpis";7217.0
2244;60036;I. zasądza od powoda J. K. (1) na rzecz pozwanej B. P. (1) kwotę 557,02 zł tytułem kosztów postępowania;557.02
2245;60037;"II. zasądza od pozwanego R. G. na rzecz powoda (...) S.A. z siedzibą we W. kwotę 82 559,28 zł (siedemdziesiąt dwa tysiące pięćset pięćdziesiąt dziewięć zł i dwadzieścia osiem groszy) z ustawowymi odsetkami od dnia 18 września 2012 r. do dnia zapłaty;III. w pozostałej części powództwo oddala;IV. zasądza od powoda (...) S.A. z siedzibą we W. na rzecz pozwanego R. G. kwotę 8 770,30 zł tytułem zwrotu kosztów procesu.Na oryginale właściwy podpis";91329.58
2246;60039;I. zasądza od powódki J. P. (1) na rzecz strony pozwanej (...) sp. z o.o. w B. (...) kwotę 7 217 zł tytułem zwrotu kosztów;7217.0
2247;60040;"II. pozbawia wykonalności - w części obejmującej należność główną w kwocie 7.454,26 zł (siedem tysięcy czterysta pięćdziesiąt cztery złote dwadzieścia sześć groszy) wraz z ustawowymi odsetkami od dnia 14 lipca 2008 r. do dnia zapłaty - tytuł wykonawczy w postaci aktu notarialnego obejmującego oświadczenie o dobrowolnym poddaniu się egzekucji złożone przez E. S. w Kancelarii Notarialnej we W. przy ul. (...) przed notariusz E. R. (Repertorium A nr (...)), zaopatrzonego w klauzulę wykonalności w dniu 7 sierpnia 2008 r. przez Sąd Rejonowy dla Wrocławia – Fabrycznej w sprawie prowadzonej pod sygn. XIV Co 575, ponownie wydany zamiast utraconego w dniu 25 kwietnia 2012 r. przez Sąd Rejonowy dla Wrocławia – Fabrycznej w sprawie prowadzonej pod sygn. XIV Co 3306,III. dalej idące powództwo oddala;IV. zasądza od powódki na rzecz pozwanego kwotę 2.609,79 zł tytułem zwrotu kosztów procesu;V";10064.05
2248;60041;"I. oddala w pozostałej części powództwo co do żądania uchylenia powyższej uchwały nr (...);IV. znosi wzajemnie koszty postępowania między stronami";0
2249;60042;"I. zasądza od powoda (...) Spółki z o. o. z siedzibą w S. na rzecz pozwanego R. R. kwotę 7 217 zł tytułem zwrotu kosztów procesu;IV. nakazuje powodowi (...) Spółce z o. o. z siedzibą w S. uiścić na rzecz Skarbu Państwa (Sądu Okręgowego we Wrocławiu) kwotę 15 381 zł tytułem opłaty sądowej od zarzutów od uiszczenia, której pozwani byli zwolnieni.Na oryginale właściwy podpis";22598.0
2250;60043;"II. zasądza od pozwanych M. W. i J. W. na rzecz strony powodowej Miejskiego Przedsiębiorstwa Wodociągów i Kanalizacji S.A. we W. kwotę 21.321zł tytułem zwrotu części kosztów procesu;III. nie obciąża pozwanych kosztami zastępstwa procesowego strony powodowej";
2251;60044;"I. nie obciąża powoda obowiązkiem zwrotu kosztów postępowania na rzecz strony pozwanej;IV. odstępuje od obciążenia powoda częścią brakujących kosztów sądowych;V. nakazuje stronie pozwanej (...) S.A. w W., aby uiściła na rzecz Skarbu Państwa (Sąd Okręgowy we Wrocławiu) kwotę 550,00 zł tytułem części brakujących kosztów sądowych";550.0
2252;60045;I. zasądza od powoda Przedsiębiorstwa (...) Spółka jawna z siedzibą w K. na rzecz pozwanego T. Z. kwotę 3.617 zł tytułem kosztów procesu, w tym kwotę 3.600 zł tytułem kosztów zastępstwa procesowego;7217.0
2253;60047;I. zasądza od skarżącego Gminy W. na rzecz przeciwnika skargi Przedsiębiorstwa (...) S.A. z siedzibą w P. kwotę 1 217 zł tytułem zwrotu kosztów postępowania.Na oryginale właściwy podpis;1217.0
2254;60046;"I. zasądza od pozwanego na rzecz powódki kwotę 3.259 zł tytułem kosztów procesu;IV. nakazuje uiścić powódce C. A.na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 48 zł tytułem wydatków w postaci zwrotu kosztów podróży świadka;V. nakazuje uiścić pozwanemu (...) S.A. z siedzibą w W. na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 72 zł tytułem wydatków w postaci zwrotu kosztów podróży świadka";3379.0
2255;60048;I. zasądza od pozwanych K. T. i R. T. na rzecz strony powodowej (...) Banku (...) S.A. w W. solidarnie kwotę 92 206,62 zł tytułem zwrotu kosztów postępowania;92206.62
2256;60050;I. zasądza od pozwanego na rzecz powoda 29 683 zł kosztów procesu;0
2257;60052;"I. zasądza od strony pozwanej na rzecz powoda kwotę 4.853,87 tytułem zwrotu kosztów procesu;IV. brakującymi kosztami sądowymi obciąża Skarb Państwa – Sąd Okręgowy we Wrocławiu";4853.87
2258;60055;I. Wydział Cywilnyw składzie następującym:Przewodniczący SSO Dominika RomanowskaProtokolant Ewelina Kiałkapo rozpoznaniu na rozprawie 11 marca 2014 roku we Wrocławiusprawy z powództwa T. S.przeciwko (...)i (...), Zarejestrowanemu (...)w Polsce z siedzibą w N.o zapłatęoddala powództwo;0
2259;60058;"I. zasądza od strony pozwanej na rzecz powódki 3.617 zł tytułem zwrotu kosztów procesu;IV. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa (Sądu Okręgowego we Wrocławiu) kwotę 6.175 zł tytułem kosztów sądowych";6175.0
2260;60061;I. zasądza od powódki K. P. na rzecz strony pozwanej Wspólnoty Mieszkaniowej nieruchomości wspólnej położonej w S. przy ul. (...) kwotę 180 zł tytułem zwrotu kosztów procesu;180.0
2261;60063;I. zasądza od strony pozwanej na rzecz powoda kwotę 8.272 zł tytułem zwrotu kosztów procesu;8272.0
2262;60062;I. zasądza od strony powodowej na rzecz interwenienta ubocznego kwotę 4 514 zł. tytułem zwrotu kosztów procesu,IV. nakazuje stronie powodowej aby uiściła na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 78,05 zł. tytułem brakującej części wynagrodzenia biegłego sądowego;4592.05
2263;60064;"V. dalej idące powództwo oddala;VI. nie obciąża powódki kosztami procesu;VII. brakującymi kosztami sądowymi obciąża Skarb Państwa – Sąd Okręgowy we Wrocławiu";0
2264;60065;I. zasądza solidarnie od powodów na rzecz strony pozwanej kwotę 3617zł tytułem kosztów procesu. akt;
2265;60066;I. zasądza od powodów A. P. i Z. P. na rzecz strony pozwanej (...) S.A. w W. kwoty po 3 608,50 zł tytułem zwrotu kosztów postępowania;0
2266;60207;"I. oddala dalej idące powództwo;IV. koszty zastępstwa procesowego między stronami wzajemnie znosi;V. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa (kasa Sądu Okręgowego we Wrocławiu) kwotę 5.000 zł. tytułem brakującej opłaty sądowej od zasądzonej części roszczenia";5000.0
2267;60211;I. zasądza od powodów J. W. i M. W. na rzecz strony pozwanej (...) Sp. z o.o. w Ś;0
2268;60225;I. pozostałymi niepokrytymi kosztami sądowymi obciąża Skarb Państwa;0
2269;60791;I. nakazuje pozwanemu S. K., aby uiścił na rzecz Skarbu Państwa – Sądu Okręgowego kwotę 9.211 zł tytułem brakującej opłaty od zarzutów;9211.0
2270;60792;I. zasądza od strony pozwanej na rzecz powoda kwotę 200zł tytułem kosztów procesu;
2271;60794;I. nie obciąża powoda kosztami procesu;0
2272;60796;akt I C 1492;0
2273;60798;o zapłatę 261 750, 50 zł;0
2274;60797;I. zasądza od strony powodowej (...) Sp. z o.o. w S. na rzecz powodów R. W. (1) i A. U. kwoty po 3 257 zł tytułem zwrotu kosztów procesu;0
2275;60799;I. zasądza od strony pozwanej na rzecz powoda kwotę 2.000 zł. tytułem zwrotu kosztów procesu;2000.0
2276;60801;oddala powództwo;0
2277;60803;I. zasądza od powoda D. W. na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu 9 361, 20 zł nieopłaconych kosztów sądowych, a w razie nieuiszczenia tej kwoty zarządza jej ściągnięcie z roszczenia zasądzonego na rzecz powoda w punkcie I wyroku;0
2278;60804;"I. zasądza od powódki na rzecz strony pozwanej kwotę 2 282,01 zł tytułem zwrotu kosztów zastępstwa procesowego;IV. nakazuje stronie pozwanej, aby uiściła na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu kwotę 5 841,24 zł tytułem kosztów sądowych";8123.25
2279;60805;"I. zasądza od powoda K. W. na rzecz pozwanego (...) S.A. we W. 3 608, 50 zł kosztów procesu; IV. zasądza od pozwanego (...) S.A. we W. na rzecz Skarbu Państwa – Sądu Okręgowego we Wrocławiu 600 zł nieopłaconych kosztów sądowych nieobciążających powoda; V. obciąża Skarb Państwa niepokrytymi kosztami sądowymi w pozostałym zakresie";0
2280;60806;"I. nie obciąża powódki kosztami zastępstwa pozwanej; IV. obciąża Skarb Państwa niepokrytymi kosztami sądowymi";0
2281;60809;I. obciąża Skarb Państwa niepokrytymi kosztami sądowymi w pozostałym zakresie;0
2282;60810;I. brakującymi kosztami sądowymi obciąża Skarb Państwa;0
2283;7820;"sygn. akt VIII C 14I. zmienia zaskarżony wyrok w pkt II w ten sposób ,że zasądza od strony pozwanej na rzecz powódki dalszą kwotę 703 zł ( siedemset trzy złote ) z ustawowymi odsetkami od dnia 13 września 2011 r. do dnia zapłaty ; zmienia go także w pkt III w ten sposób ,że zasądza od strony pozwanej na rzecz powódki dalszą kwotę 22,50 zł kosztów procesu ;II. zasądza od strony pozwanej na rzecz powódki kwotę 30 zł kosztów postępowania apelacyjnego ";755.5
2284;6174;"sygn. akt I C 434I. oddala apelację; II. zasądza od pozwanych na rzecz powódek K. J. i L. J. 78 zł kosztów pomocy prawnej udzielonej im z urzędu w postępowaniu apelacyjnym oraz 17,94 zł podatku od towarów i usług";0
2285;11889;"sygn. akt IX C 150I. zmienia zaskarżony wyrok w punkcie III w ten sposób, że nie obciąża powoda kosztami procesu;II. oddala apelację strony pozwanej w całości i apelację powoda w pozostałym zakresie;III. nie obciąża powoda kosztami postępowania apelacyjnego";0
2286;11890;"sygn. akt I C 329I. oddala apelację; II. zasądza od strony pozwanej na rzecz powoda 40,53 zł kosztów postępowania apelacyjnego. sygn";0
2287;11441;"sygn. akt XIV C l33I. zmienia zaskarżony wyrok w punkcie III w ten sposób ,że zasądza od strony pozwanej na rzecz powoda dalszą kwotę 24 554,20 zł /słownie: dwadzieścia cztery tysiące pięćset pięćdziesiąt cztery zł i dwadzieścia gr/ z ustawowymi odsetkami od dnia 17 listopada 2009r do dnia zapłaty; zmienia go także w punkcie IV w ten sposób ,że zasądza od strony pozwanej na rzecz powoda 3094 zł kosztów procesu;II. apelację powoda i strony pozwanej w pozostałym zakresie oddala;III. zasadza od strony pozwanej na rzecz powoda 2104 zł kosztów postępowania apelacyjnego";24554.2
2288;11798;"sygn. akt VI C 490I. oddala apelację; II. zasądza od strony pozwanej na rzecz strony powodowej 600 zł kosztów postępowania apelacyjnego";0
2289;10018;sygn.akt IC 153oddała apelację;0
2290;182478;I. znosi wzajemnie między stronami koszty niniejszego procesu;0
2291;11891;sygn. akt I C 25oddala apelację;0
2292;12042;"sygn. akt VI C 79I. zmienia zaskarżony wyrok w punktach I i II w ten sposób, że powództwo oddala; zmienia go także w punktach III i IV , w ten sposób, że zasądza od strony powodowej na rzecz pozwanej A. W. (1) kwotę 147, 60 zł kosztów procesu;II. zasądza od strony powodowej na rzecz pozwanej A. W. (1) kwotę 60 zł kosztów postępowania apelacyjnego wraz z należnym podatkiem od towarów i usług";207.6
2293;12109;"sygn. akt VI C 404I. zmienia zaskarżony wyrok w punktach I i II w ten sposób, że powództwo oddala; II. w pozostałym zakresie apelację oddala";0
2294;12110;"sygn. akt I C 1177I. oddala apelację; II. zasądza od pozwanego na rzecz strony powodowej 1200 zł kosztów postępowania apelacyjnego";0
2295;12791;"sygn. akt I C 530I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 90 zł kosztów postępowania apelacyjnego";0
2296;17191;sygn. akt IC 718oddala apelację;0
2297;17193;"sygn. akt VI C 1418I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 300 zł kosztów postępowania apelacyjnego. akt";0
